om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
184,2010,4,30,4/30/2010,17:50:00,3,MO,29,20,1,0,0,0,0,37.809,-91.5091,37.8248,-91.4798,1.94,100,1,1,1,55,0,0,0,0
187,2010,4,30,4/30/2010,18:05:00,3,MO,29,21,1,0,0,0.75,0.025,36.9447,-91.9653,36.9751,-91.9334,2.74,1320,1,1,1,91,0,0,0,0
194,2010,4,30,4/30/2010,19:08:00,3,MO,29,22,1,0,0,0,0,38.1917,-90.785,38.355,-90.5192,18.33,581,1,1,1,221,99,0,0,0
199,2010,4,30,4/30/2010,20:05:00,3,MO,29,23,0,0,0,0,0,37.32,-90.74,37.3229,-90.7355,0.32,50,1,1,1,93,0,0,0,0
65,2010,4,4,4/4/2010,18:00:00,3,MO,29,5,0,0,0,0,0,39.32,-92.67,39.3221,-92.6251,2.41,25,1,1,1,175,0,0,0,0
322,2010,5,12,5/12/2010,22:52:00,3,MO,29,25,0,0,0,0.01,0,39.5121,-94.47,39.5129,-94.4646,0.29,25,1,1,1,49,0,0,0,0
335,2010,5,13,5/13/2010,6:00:00,3,MO,29,26,1,0,0,0.5,0,36.908,-93.9369,36.9198,-93.9008,2.16,200,1,1,1,9,0,0,0,0
336,2010,5,13,5/13/2010,6:42:00,3,MO,29,27,0,0,0,0.01,0,36.9155,-93.4328,36.9162,-93.4275,0.3,50,1,1,1,209,0,0,0,0
337,2010,5,13,5/13/2010,7:00:00,3,MO,29,28,0,0,0,0.05,0,37.0117,-93.0617,37,-92.9862,4.25,200,1,1,1,43,0,0,0,0
350,2010,5,16,5/16/2010,17:13:00,3,MO,29,29,0,0,0,0,0,36.1218,-89.9926,36.1249,-89.9787,0.8,25,1,1,1,69,0,0,0,0
408,2010,5,20,5/20/2010,16:45:00,3,MO,29,30,0,0,0,0,0,38.66,-93.65,38.6603,-93.6489,0.16,25,1,1,1,101,0,0,0,0
409,2010,5,20,5/20/2010,17:46:00,3,MO,29,31,0,0,0,0.008,0,38.69,-93.28,38.6914,-93.2719,0.45,25,1,1,1,159,0,0,0,0
214,2010,5,1,5/1/2010,21:00:00,3,MO,29,24,0,0,0,0.001,0,36.874,-90.579,36.8758,-90.5708,0.47,175,1,1,1,23,0,0,0,0
525,2010,6,4,6/4/2010,17:20:00,3,MO,29,32,0,0,0,0,0,40.05,-92.84,40.05,-92.84,0.1,20,1,1,1,1,0,0,0,0
526,2010,6,4,6/4/2010,17:27:00,3,MO,29,33,0,0,0,0,0,39.92,-92.74,39.92,-92.74,0.1,20,1,1,1,121,0,0,0,0
589,2010,6,8,6/8/2010,16:39:00,3,MO,29,34,0,0,0,0.01,0,38.64,-94.35,38.6386,-94.3128,2.1,20,1,1,1,37,0,0,0,0
864,2010,7,12,7/12/2010,14:47:00,3,MO,29,35,0,0,0,0,0,37.5373,-94.2738,37.538,-94.2691,0.27,25,1,1,1,11,0,0,0,0
906,2010,7,19,7/19/2010,20:26:00,3,MO,29,36,0,0,0,0.0005,0,40.4,-93.485,40.4,-93.485,0.1,25,1,1,1,129,0,0,0,0
907,2010,7,19,7/19/2010,20:42:00,3,MO,29,37,0,0,0,0.01,0,40.32,-93.35,40.32,-93.35,0.01,25,1,1,1,211,0,0,0,0
908,2010,7,19,7/19/2010,21:22:00,3,MO,29,38,0,0,0,0.0004,0,40.1693,-93.1602,40.1693,-93.1602,0.1,25,1,1,1,211,0,0,0,0
909,2010,7,20,7/20/2010,6:15:00,3,MO,29,39,0,0,0,0,0,39.1446,-91.835,39.143,-91.8243,0.58,40,1,1,1,7,0,0,0,0
1064,2010,9,15,9/15/2010,21:50:00,3,MO,29,40,0,0,0,0,0,37.0349,-93.3719,37.0382,-93.3653,0.43,100,1,1,1,43,0,0,0,0
286919,2011,2,27,2/27/2011,18:45:00,3,MO,29,1,1,0,0,0,0,39.6669,-92.0356,39.6747,-92.0191,1.03,30,1,1,1,205,0,0,0,0
286920,2011,2,27,2/27/2011,18:48:00,3,MO,29,2,0,0,0,0,0,39.6573,-92.0353,39.6602,-91.9977,2.02,20,1,1,1,137,205,0,0,0
286905,2011,2,27,2/27/2011,20:05:00,3,MO,29,3,0,0,0,0,0,39.4786,-91.2125,39.4903,-91.1725,2.28,40,1,1,1,163,0,0,0,0
286906,2011,2,27,2/27/2011,22:05:00,3,MO,29,4,0,0,0,0,0,39.4972,-91.2872,39.5017,-91.2614,1.41,40,1,1,1,163,0,0,0,0
287318,2011,2,27,2/27/2011,22:15:00,3,MO,29,5,1,0,0,0,0,38.4062,-91.8152,38.4065,-91.8108,0.24,50,1,1,1,151,0,0,0,0
286191,2011,2,27,2/27/2011,22:33:00,3,MO,29,6,1,0,0,0,0,38.5009,-91.4039,38.5001,-91.3902,0.74,175,1,1,1,73,0,0,0,0
286911,2011,2,27,2/27/2011,22:53:00,3,MO,29,7,1,0,0,0,0,38.5769,-90.9395,38.5886,-90.7682,9.35,200,1,1,1,183,71,0,0,0
285450,2011,2,27,2/27/2011,23:03:00,3,MO,29,8,1,0,0,0,0,38.6191,-90.7161,38.6205,-90.7139,0.15,50,1,1,1,189,0,0,0,0
285451,2011,2,27,2/27/2011,23:04:00,3,MO,29,9,1,0,0,0,0,38.6101,-90.6965,38.6136,-90.6915,0.36,75,1,1,1,189,0,0,0,0
285452,2011,2,27,2/27/2011,23:05:00,3,MO,29,10,1,0,0,0,0,38.6214,-90.6909,38.6208,-90.6741,0.91,200,1,1,1,189,0,0,0,0
286923,2011,2,27,2/27/2011,23:06:00,3,MO,29,11,1,0,0,0,0,38.6092,-90.6859,38.6129,-90.6731,0.74,50,1,1,1,189,0,0,0,0
286924,2011,2,27,2/27/2011,23:10:00,3,MO,29,12,1,0,0,0,0,38.6164,-90.6624,38.6173,-90.6515,0.6,70,1,1,1,189,0,0,0,0
285415,2011,4,10,4/10/2011,21:55:00,3,MO,29,13,0,0,0,0.01,0,37.15,-93.06,37.2228,-92.9806,6.67,100,1,1,1,225,0,0,0,0
303234,2011,4,15,4/15/2011,12:35:00,3,MO,29,14,1,0,0,0,0,39.3361,-91.1328,39.3797,-91.1338,3.01,50,1,1,1,163,0,0,0,0
308595,2011,4,19,4/19/2011,15:00:00,3,MO,29,15,1,0,0,0,0,39.2965,-91.2967,39.3192,-91.2254,4.12,150,1,1,1,163,0,0,0,0
308596,2011,4,19,4/19/2011,15:36:00,3,MO,29,16,0,0,0,0,0,39.363,-90.9018,39.3668,-90.8962,0.4,50,1,1,1,163,0,0,0,0
288919,2011,4,19,4/19/2011,18:43:00,3,MO,29,17,1,0,0,0.025,0,37.2041,-90.35,37.2537,-90.28,5.16,500,1,1,1,223,0,0,0,0
289147,2011,4,19,4/19/2011,18:55:00,3,MO,29,18,0,0,0,0.015,0,37.4947,-90.0228,37.4983,-90.0149,0.5,100,1,1,1,17,0,0,0,0
289145,2011,4,19,4/19/2011,20:27:00,3,MO,29,19,0,0,0,0.02,0,37.13,-89.8708,37.13,-89.8708,0.1,40,1,1,1,31,0,0,0,0
317674,2011,4,22,4/22/2011,18:17:00,3,MO,29,20,1,0,0,0,0,38.7362,-90.9388,38.7306,-90.8027,7.35,250,1,1,1,183,0,0,0,0
317910,2011,4,22,4/22/2011,18:59:00,3,MO,29,21,4,5,0,30,0,38.7364,-90.4863,38.7326,-90.0927,21.3,880,2,0,1,0,0,0,0,0
289464,2011,4,22,4/22/2011,19:10:00,3,MO,29,22,1,0,0,0.1,0,37.0674,-90.5611,37.0387,-90.572,2.07,300,1,1,1,223,0,0,0,0
289980,2011,4,23,4/23/2011,12:31:00,3,MO,29,23,0,0,0,0.05,0,36.7924,-90.0024,36.7944,-89.9933,0.52,80,1,1,1,207,0,0,0,0
288923,2011,4,23,4/23/2011,23:02:00,3,MO,29,24,1,0,0,0.175,0,36.5503,-90.5258,36.5802,-90.4873,2.97,100,1,1,1,23,0,0,0,0
288691,2011,4,25,4/25/2011,16:47:00,3,MO,29,25,1,0,0,0.025,0,37.1278,-90.5339,37.1524,-90.2997,11.78,200,1,1,1,223,0,0,0,0
288694,2011,4,25,4/25/2011,16:58:00,3,MO,29,26,1,0,0,0.07,0,37.2112,-90.3706,37.243,-90.2716,5.88,500,1,1,1,223,0,0,0,0
290371,2011,4,25,4/25/2011,17:30:00,3,MO,29,27,1,0,0,0.2,0,37.4893,-89.9587,37.5269,-89.9411,2.77,70,1,1,1,17,0,0,0,0
290872,2011,4,27,4/27/2011,14:15:00,3,MO,29,28,0,0,0,0,0,36.6319,-90.4242,36.6539,-90.3955,2.2,40,1,1,1,23,0,0,0,0
309206,2011,4,27,4/27/2011,15:10:00,3,MO,29,29,0,0,0,0,0,37.18,-89.7063,37.18,-89.7027,0.2,40,1,1,1,201,0,0,0,0
292507,2011,5,11,5/11/2011,18:23:00,3,MO,29,30,0,0,0,0.01,0,36.6422,-94.4224,36.646,-94.4091,0.79,75,1,1,1,119,0,0,0,0
309383,2011,5,11,5/11/2011,19:21:00,3,MO,29,31,0,0,0,0.001,0,38.0653,-94.2225,38.1314,-94.0908,8.49,50,1,1,1,13,0,0,0,0
313231,2011,5,11,5/11/2011,19:35:00,3,MO,29,32,0,0,0,0.008,0,38.1883,-94.0372,38.2092,-93.9953,2.69,50,1,1,1,185,0,0,0,0
309939,2011,5,21,5/21/2011,18:30:00,3,MO,29,33,0,0,0,0.007,0,40.0019,-94.9178,40.0183,-94.9092,1.22,60,1,1,1,3,0,0,0,0
309324,2011,5,22,5/22/2011,13:38:00,3,MO,29,34,0,0,0,0.001,0,39.18,-93.86,39.1798,-93.8553,0.25,40,1,1,1,107,0,0,0,0
309326,2011,5,22,5/22/2011,14:25:00,3,MO,29,35,0,0,0,0,0,39.09,-93.73,39.09,-93.7283,0.09,50,1,1,1,107,0,0,0,0
309336,2011,5,22,5/22/2011,14:58:00,3,MO,29,36,0,0,0,0.003,0,39.21,-93.52,39.2101,-93.5176,0.13,50,1,1,1,107,0,0,0,0
309349,2011,5,22,5/22/2011,15:50:00,3,MO,29,37,1,0,0,0.23,0,39.22,-93.06,39.2211,-92.9941,3.53,75,1,1,1,195,0,0,0,0
296616,2011,5,22,5/22/2011,16:34:00,3,MO,29,38,5,1150,158,2800.1,0,37.0524,-94.5932,36.9838,-94.2213,21.62,1600,1,1,1,145,97,145,0,0
296624,2011,5,22,5/22/2011,17:10:00,3,MO,29,39,2,0,0,1,0,37.0052,-94.1877,36.9776,-93.9341,14.13,800,1,1,1,145,109,0,0,0
296629,2011,5,22,5/22/2011,18:10:00,3,MO,29,40,2,0,0,1.05,0,36.8347,-93.5013,36.8074,-93.2197,15.7,200,1,1,1,209,213,0,0,0
306901,2011,5,23,5/23/2011,12:45:00,3,MO,29,42,0,0,0,0.01,0,36.54,-91.92,36.545,-91.8969,1,100,1,1,1,91,0,0,0,0
301333,2011,5,23,5/23/2011,14:54:00,3,MO,29,43,0,0,0,0.001,0,37.5803,-89.6602,37.5859,-89.655,0.48,40,1,1,1,31,0,0,0,0
306900,2011,5,25,5/25/2011,0:30:00,3,MO,29,44,1,0,0,0.02,0,37.03,-92.84,37.1276,-92.7246,9.27,100,1,1,1,67,225,0,0,0
313418,2011,5,25,5/25/2011,10:35:00,3,MO,29,45,0,0,0,0,0,38.62,-94.3008,38.62,-94.3008,0.05,40,1,1,1,37,0,0,0,0
313424,2011,5,25,5/25/2011,11:22:00,3,MO,29,46,2,20,0,4,0,38.6619,-93.22,38.6925,-93.2222,2.11,500,1,1,1,159,0,0,0,0
313422,2011,5,25,5/25/2011,11:33:00,3,MO,29,47,0,0,0,0,0,39.2511,-94.4442,39.2511,-94.4442,0.05,40,1,1,1,47,0,0,0,0
313423,2011,5,25,5/25/2011,11:45:00,3,MO,29,48,0,0,0,0,0,39.3742,-94.3864,39.3742,-94.3864,0.05,40,1,1,1,47,0,0,0,0
313437,2011,5,25,5/25/2011,11:52:00,3,MO,29,49,0,0,0,0,0,38.7678,-93.1172,38.7678,-93.1172,0.05,40,1,1,1,159,0,0,0,0
313456,2011,5,25,5/25/2011,12:04:00,3,MO,29,50,0,0,0,0,0,38.8369,-93.0356,38.8369,-93.0356,0.05,40,1,1,1,53,0,0,0,0
313459,2011,5,25,5/25/2011,12:07:00,3,MO,29,51,0,0,0,0,0,39.0536,-93.7375,39.0536,-93.7375,0.05,40,1,1,1,107,0,0,0,0
324618,2011,5,25,5/25/2011,13:15:00,3,MO,29,52,1,0,0,0,0,38.943,-91.4702,39.0157,-91.3772,7.08,100,1,1,1,139,0,0,0,0
306898,2011,5,25,5/25/2011,13:56:00,3,MO,29,53,1,0,0,0.02,0,36.5709,-91.2428,36.5546,-91.2754,2.5,100,1,1,1,149,0,0,0,0
307045,2011,5,25,5/25/2011,14:49:00,3,MO,29,54,3,2,0,0.8,0,36.8147,-90.8492,37.3494,-90.3103,47.41,1200,1,1,1,35,223,123,0,0
322964,2011,5,25,5/25/2011,15:35:00,3,MO,29,55,1,0,0,0,0,37.5386,-90.3187,37.5705,-90.227,5.49,40,1,1,1,123,0,0,0,0
307058,2011,5,25,5/25/2011,15:37:00,3,MO,29,56,1,0,0,0.07,0,37.0555,-90.7,37.2577,-90.5006,17.77,150,1,1,1,223,0,0,0,0
302355,2011,5,25,5/25/2011,15:44:00,3,MO,29,57,0,0,0,0.002,0,36.8846,-90.9057,36.89,-90.9,0.49,50,1,1,1,35,0,0,0,0
323244,2011,5,25,5/25/2011,15:46:00,3,MO,29,58,1,0,0,0,0,37.3491,-90.3785,37.3901,-90.298,5.25,440,1,1,1,123,0,0,0,0
323245,2011,5,25,5/25/2011,15:47:00,3,MO,29,59,1,0,0,0,0,37.3895,-90.3104,37.3583,-90.3792,4.35,580,1,1,1,123,0,0,0,0
302350,2011,5,25,5/25/2011,15:51:00,3,MO,29,60,0,0,0,0.003,0,37.6376,-90.0967,37.6397,-90.0918,0.3,60,1,1,1,157,0,0,0,0
302351,2011,5,25,5/25/2011,15:58:00,3,MO,29,61,0,0,0,0,0,36.5304,-90.7094,36.5378,-90.6997,0.74,50,1,1,1,181,0,0,0,0
302354,2011,5,25,5/25/2011,16:14:00,3,MO,29,62,0,0,0,0,0,36.75,-90.44,36.7568,-90.4305,0.7,40,1,1,1,23,0,0,0,0
323252,2011,5,25,5/25/2011,16:26:00,3,MO,29,63,1,0,0,0.03,0,37.4094,-90.1676,37.5617,-90.0253,13.03,250,1,1,1,123,17,0,0,0
302353,2011,5,25,5/25/2011,17:18:00,3,MO,29,64,1,0,0,0.02,0,37.5328,-89.5413,37.5629,-89.5328,2.13,250,1,1,1,31,0,0,0,0
302352,2011,5,25,5/25/2011,17:30:00,3,MO,29,65,0,0,0,0.001,0,37.08,-89.54,37.0844,-89.5364,0.36,50,1,1,1,201,0,0,0,0
324983,2011,6,14,6/14/2011,21:53:00,3,MO,29,66,0,0,0,0,0,39.95,-92.8989,39.97,-92.8178,3.78,100,1,1,1,115,121,0,0,0
307170,2011,6,18,6/18/2011,22:35:00,3,MO,29,67,1,0,0,0,0,37.38,-93.65,37.3991,-93.4531,10.89,200,1,1,1,57,77,0,0,0
307173,2011,6,18,6/18/2011,22:40:00,3,MO,29,68,1,0,0,0.005,0,37.46,-93.65,37.4722,-93.5417,6,100,1,1,1,57,167,0,0,0
307011,2011,6,18,6/18/2011,23:03:00,3,MO,29,69,0,0,0,0.03,0,37.42,-93.32,37.41,-93.27,2.83,100,1,1,1,167,77,0,0,0
332493,2011,6,19,6/19/2011,0:57:00,3,MO,29,70,0,0,0,0,0,37.8646,-91.3848,37.8648,-91.3603,1.34,60,1,1,1,55,0,0,0,0
332498,2011,6,19,6/19/2011,0:58:00,3,MO,29,71,2,3,0,0.15,0,37.8592,-91.3555,37.8775,-91.3104,2.77,80,1,1,1,55,0,0,0,0
317781,2011,6,19,6/19/2011,21:07:00,3,MO,29,72,0,0,0,0,0,40.56,-95.38,40.5618,-95.3703,0.53,40,1,1,1,5,0,0,0,0
324294,2011,6,26,6/26/2011,18:50:00,3,MO,29,73,0,0,0,0,0,40.34,-94.97,40.3402,-94.9691,0.05,25,1,1,1,147,0,0,0,0
334950,2011,6,26,6/26/2011,23:45:00,3,MO,29,74,1,0,0,0,0,39.7007,-92.0526,39.6882,-92.0384,1.15,70,1,1,1,205,0,0,0,0
334954,2011,6,26,6/26/2011,23:47:00,3,MO,29,75,1,0,0,0,0,39.6864,-92.0426,39.6738,-92.0265,1.22,70,1,1,1,205,0,0,0,0
335264,2011,6,27,6/27/2011,0:05:00,3,MO,29,76,1,0,0,0,0,39.6047,-91.7412,39.6008,-91.735,0.43,40,1,1,1,137,0,0,0,0
335315,2011,6,27,6/27/2011,0:09:00,3,MO,29,77,0,0,0,0,0,39.6193,-91.6991,39.6161,-91.6881,0.63,70,1,1,1,173,0,0,0,0
343562,2011,9,18,9/18/2011,16:30:00,3,MO,29,78,0,0,0,0,0,36.5751,-94.019,36.5751,-94.0184,0.03,10,1,1,1,9,0,0,0,0
408409,2012,10,13,10/13/2012,19:53:00,3,MO,29,0,0,0,0,0.025,0,37.2772,-93.4429,37.2833,-93.4374,0.52,100,1,1,1,77,0,0,0,0
420402,2012,12,9,12/9/2012,15:12:00,3,MO,29,0,1,0,0,0.1,0,36.7928,-90.7268,36.796,-90.7207,0.4,150,1,1,1,181,0,0,0,0
363338,2012,2,28,2/28/2012,22:52:00,3,MO,29,0,1,0,0,0.25,0,37.3908,-94.5557,37.5082,-94.3,16,200,1,1,1,11,0,0,0,0
363339,2012,2,28,2/28/2012,23:26:00,3,MO,29,0,1,0,0,0.25,0,37.4533,-93.8529,37.537,-93.5303,18.38,100,1,1,1,57,167,0,0,0
364185,2012,2,28,2/28/2012,23:58:00,3,MO,29,0,2,12,1,0.65,0,37.55,-93.1902,37.6306,-93.05,9.5,100,1,1,1,167,59,0,0,0
364183,2012,2,29,2/29/2012,0:18:00,3,MO,29,0,1,5,0,0.75,0,37.5933,-92.8139,37.673,-92.6422,11,150,1,1,1,105,0,0,0,0
364184,2012,2,29,2/29/2012,0:22:00,3,MO,29,0,1,0,0,0.5,0,37.7125,-92.8359,37.7129,-92.8299,0.25,75,1,1,1,105,0,0,0,0
363341,2012,2,29,2/29/2012,0:42:00,3,MO,29,0,2,4,1,0.575,0,36.6994,-93.9178,36.7053,-93.8869,1.7,400,1,1,1,9,0,0,0,0
364189,2012,2,29,2/29/2012,1:06:00,3,MO,29,0,1,0,0,0,0,37.708,-91.877,37.8158,-91.5628,18,75,1,1,1,161,65,161,0,0
364194,2012,2,29,2/29/2012,1:13:00,3,MO,29,0,2,47,0,20.5,0,36.6223,-93.46,36.6584,-93.0241,24.29,400,1,1,1,209,213,0,0,0
365575,2012,2,29,2/29/2012,2:55:00,3,MO,29,0,2,1,0,0.1,0,37.3983,-90.5331,37.5089,-89.8863,31.88,800,1,1,1,123,17,0,0,0
368234,2012,2,29,2/29/2012,3:34:00,3,MO,29,0,2,0,0,0.17,0,37.4689,-89.9047,37.481,-89.766,7.66,120,1,1,1,17,31,0,0,0
359708,2012,2,29,2/29/2012,3:47:00,3,MO,29,0,2,1,0,0.35,0,37.5,-89.73,37.611,-89.1668,31.87,300,2,0,1,0,0,0,0,0
359709,2012,2,29,2/29/2012,4:00:00,3,MO,29,0,3,0,1,0.15,0,36.9,-90.1891,37.03,-89.8663,19.96,700,1,1,1,207,0,0,0,0
359710,2012,2,29,2/29/2012,4:24:00,3,MO,29,0,1,0,0,0.25,0,37.03,-89.8119,37.0693,-89.5315,15.7,75,1,1,1,207,201,0,0,0
374189,2012,3,23,3/23/2012,10:33:00,3,MO,29,0,0,0,0,0.01,0,37.3264,-89.5046,37.3264,-89.5046,0.25,50,1,1,1,31,0,0,0,0
374190,2012,3,23,3/23/2012,10:38:00,3,MO,29,0,1,0,0,0,0,37.5177,-89.5226,37.5253,-89.5184,0.57,300,1,1,1,31,0,0,0,0
373011,2012,4,25,4/25/2012,19:05:00,3,MO,29,0,1,0,0,0,0,40.45,-91.842,40.4091,-91.8262,2,50,1,1,1,45,0,0,0,0
373377,2012,4,30,4/30/2012,0:56:00,3,MO,29,0,0,0,0,0.005,0,37.8278,-93.5659,37.8313,-93.5444,1.2,100,1,1,1,85,0,0,0,0
376464,2012,4,5,4/5/2012,10:49:00,3,MO,29,0,0,0,0,0,0,36.299,-89.7481,36.3002,-89.7451,0.19,50,1,1,1,155,0,0,0,0
376466,2012,4,5,4/5/2012,10:51:00,3,MO,29,0,0,0,0,0,0,36.2993,-89.7007,36.3001,-89.6981,0.16,50,1,1,1,155,0,0,0,0
374233,2012,4,5,4/5/2012,12:30:00,3,MO,29,0,0,0,0,0,0,36.4351,-89.7013,36.4799,-89.6577,3.93,100,1,1,1,143,0,0,0,0
377985,2012,5,6,5/6/2012,16:15:00,3,MO,29,0,0,0,0,0,0,38.7687,-94.4895,38.7687,-94.4859,0.19,25,1,1,1,37,0,0,0,0
371645,2012,5,6,5/6/2012,16:17:00,3,MO,29,0,0,0,0,0,0,38.79,-94.45,38.79,-94.4492,0.05,25,1,1,1,37,0,0,0,0
384508,2012,6,4,6/4/2012,19:44:00,3,MO,29,0,2,0,3,0.1,0,36.9736,-89.43,36.9664,-89.43,0.5,75,1,1,1,201,0,0,0,0
412014,2012,8,31,8/31/2012,16:34:00,3,MO,29,0,0,0,0,0,0,38.8178,-90.6671,38.8232,-90.6697,0.4,120,1,1,1,183,0,0,0,0
406740,2012,9,1,9/1/2012,15:32:00,3,MO,29,0,0,0,0,0,0,36.8022,-90.2868,36.8067,-90.2338,2.95,20,1,1,1,23,0,0,0,0
406739,2012,9,1,9/1/2012,15:43:00,3,MO,29,0,0,0,0,0,0,36.6,-90.25,36.6512,-90.2062,4.29,20,1,1,1,23,0,0,0,0
413987,2012,9,1,9/1/2012,17:03:00,3,MO,29,0,0,0,0,0.1,0,36.0903,-90.2149,36.0906,-90.2145,0.03,25,1,1,1,69,0,0,0,0
477077,2013,10,31,10/31/2013,17:11:00,3,MO,29,0,1,0,0,0.1,0,36.5862,-90.7416,36.5744,-90.6681,4.16,150,1,1,1,181,0,0,0,0
477087,2013,10,31,10/31/2013,17:30:00,3,MO,29,0,1,0,0,0.08,0,36.6338,-90.47,36.6351,-90.4664,0.22,50,1,1,1,23,0,0,0,0
477089,2013,10,31,10/31/2013,17:48:00,3,MO,29,0,1,0,0,0.1,0,36.6954,-90.2691,36.7363,-90.1798,5.7,75,1,1,1,23,0,0,0,0
477076,2013,10,31,10/31/2013,17:54:00,3,MO,29,0,1,0,0,0.07,0,37.25,-89.9482,37.25,-89.9209,1.5,200,1,1,1,17,0,0,0,0
477093,2013,10,31,10/31/2013,18:02:00,3,MO,29,0,1,0,0,0.075,0,36.7312,-90.0338,36.7637,-89.7797,14.25,100,1,1,1,207,0,0,0,0
477098,2013,10,31,10/31/2013,18:05:00,3,MO,29,0,1,0,0,0.13,0,37.2807,-89.7086,37.2756,-89.6379,3.9,150,1,1,1,31,0,0,0,0
477104,2013,10,31,10/31/2013,18:24:00,3,MO,29,0,2,0,0,0.8,0,36.7332,-89.85,36.7466,-89.8194,1.93,100,1,1,1,207,0,0,0,0
477070,2013,10,31,10/31/2013,18:40:00,3,MO,29,0,1,0,0,0.175,0,36.8079,-89.6258,36.8296,-89.5791,2.99,50,1,1,1,143,0,0,0,0
477108,2013,10,31,10/31/2013,19:05:00,3,MO,29,0,1,0,0,0.105,0,36.92,-89.22,36.9409,-89.0847,7.62,200,2,0,1,0,0,0,0,0
480996,2013,11,17,11/17/2013,12:26:00,3,MO,29,0,0,0,0,0.001,0,37.6095,-89.6558,37.6106,-89.6546,0.1,50,1,1,1,157,0,0,0,0
480997,2013,11,17,11/17/2013,13:07:00,3,MO,29,0,3,0,0,1,0,37.0209,-89.7338,37.0327,-89.4759,14.25,600,1,1,1,201,0,0,0,0
422620,2013,1,29,1/29/2013,11:00:00,3,MO,29,0,1,0,0,0.1,0,37.8388,-93.8816,37.836,-93.833,2.66,200,1,1,1,39,0,0,0,0
422623,2013,1,29,1/29/2013,11:15:00,3,MO,29,0,1,0,0,0.225,0,37.9759,-93.6112,38.0246,-93.4664,8.58,400,1,1,1,185,85,0,0,0
432081,2013,1,29,1/29/2013,15:14:00,3,MO,29,0,1,0,0,0,0,38.6622,-91.1273,38.6645,-91.1059,1.17,40,1,1,1,219,0,0,0,0
432083,2013,1,29,1/29/2013,15:36:00,3,MO,29,0,0,0,0,0,0,38.9113,-90.8106,38.9282,-90.7887,1.66,30,1,1,1,113,0,0,0,0
424851,2013,1,29,1/29/2013,20:14:00,3,MO,29,0,1,0,0,0.1,0,36.6933,-90.7598,36.6936,-90.755,0.27,100,1,1,1,181,0,0,0,0
424852,2013,1,29,1/29/2013,20:45:00,3,MO,29,0,2,0,0,0.06,0,36.76,-90.26,36.7939,-90.2156,3.39,100,1,1,1,23,0,0,0,0
424853,2013,1,29,1/29/2013,21:13:00,3,MO,29,0,1,0,0,0.25,0,37.1847,-89.7693,37.23,-89.6882,5.45,100,1,1,1,31,0,0,0,0
424854,2013,1,29,1/29/2013,21:13:00,3,MO,29,0,1,0,0,0.08,0,37.3309,-89.7318,37.3309,-89.6082,6.79,100,1,1,1,31,0,0,0,0
444410,2013,4,10,4/10/2013,18:38:00,3,MO,29,0,1,0,0,0,0,38.5883,-90.7869,38.5964,-90.7647,1.32,200,1,1,1,71,0,0,0,0
444534,2013,4,10,4/10/2013,19:00:00,3,MO,29,0,2,2,0,4,0,38.7608,-90.4297,38.8033,-90.3193,6.75,500,1,1,1,189,0,0,0,0
444523,2013,4,10,4/10/2013,19:10:00,3,MO,29,0,0,0,0,0,0,38.6099,-90.2867,38.6116,-90.2827,0.25,50,1,1,1,510,0,0,0,0
438010,2013,4,10,4/10/2013,19:58:00,3,MO,29,0,0,0,0,0.02,0,36.6886,-90.3234,36.7075,-90.3028,1.73,75,1,1,1,23,0,0,0,0
438011,2013,4,10,4/10/2013,20:05:00,3,MO,29,0,0,0,0,0.04,0,36.8005,-90.1256,36.809,-90.1,1.53,50,1,1,1,207,0,0,0,0
445853,2013,4,17,4/17/2013,16:31:00,3,MO,29,0,1,0,0,0,0,39.3775,-92.1188,39.4404,-92.0054,7.45,70,1,1,1,137,0,0,0,0
445861,2013,4,17,4/17/2013,16:35:00,3,MO,29,0,0,0,0,0,0,39.4018,-92.0592,39.4022,-92.058,0.07,40,1,1,1,137,0,0,0,0
445869,2013,4,17,4/17/2013,17:00:00,3,MO,29,0,0,0,0,0,0,39.5863,-91.8011,39.589,-91.7934,0.45,60,1,1,1,137,0,0,0,0
441619,2013,5,19,5/19/2013,23:06:00,3,MO,29,0,1,0,0,0.2,0,37.1672,-94.2801,37.1704,-94.2741,0.5,100,1,1,1,97,0,0,0,0
441608,2013,5,19,5/19/2013,23:23:00,3,MO,29,0,0,0,0,0.25,0,37.3881,-93.9668,37.3921,-93.9561,0.65,100,1,1,1,57,0,0,0,0
451186,2013,5,20,5/20/2013,15:57:00,3,MO,29,0,1,0,0,0.02,0,38.7079,-93.3886,38.859,-93.3,14.5,200,1,1,1,159,0,0,0,0
441623,2013,5,20,5/20/2013,16:37:00,3,MO,29,0,0,0,0,0.05,0,37.654,-93.8301,37.6635,-93.7728,3.2,100,1,1,1,39,0,0,0,0
441628,2013,5,20,5/20/2013,17:03:00,3,MO,29,0,1,0,0,0.05,0,37.5204,-94.4237,37.5914,-94.3375,6.81,100,1,1,1,11,0,0,0,0
441632,2013,5,20,5/20/2013,17:56:00,3,MO,29,0,0,0,0,0,0,37.9375,-93.636,37.9389,-93.6273,0.48,200,1,1,1,185,0,0,0,0
